4.4989,6.6422
-1.1967,-0.037133
-2.5582,1.792
0.4232,0.66682
0.55516,1.8126
2.195,4.1304
2.4079,3.5506
2.6704,4.7225
-1.9156,1.0643
5.0263,5.03
3.3929,5.1449
-1.0631,-3.6453
3.4724,1.6512
2.0549,3.2053
-0.70968,-1.9104
0.48112,-0.4035
3.3582,1.6802
3.8043,3.7251
-0.49775,3.2836
0.038002,0.22638
2.3455,0.4818
-0.90923,-0.12078
0.77454,-0.34128
2.5453,4.0848
-0.38589,2.052
1.8203,3.9906
-2.9117,-2.0291
4.4406,6.2801
1.3406,2.301
-3.9282,0.40384
-2.9921,-0.525
1.6236,2.1903
1.6857,-0.42447
4.2052,5.915
-0.014345,1.45
-2.4671,0.42386
-1.547,-0.98841
2.4351,1.7412
-0.7669,1.9154
1.7163,5.7458
-2.0642,-1.9535
3.1854,3.3603
0.15706,2.0077
-0.30378,3.576
0.12192,0.26311
2.5913,0.73739
3.185,1.6104
2.9025,8.8386
2.4239,0.18544
2.9575,3.6189
2.3713,4.0565
2.7533,4.4169
-3.4691,-0.31252
2.908,1.9084
-1.011,1.5635
0.67148,4.562
3.481,6.0954
-0.25634,4.1853
2.1055,2.0142
0.30631,0.88295
1.1879,2.171
0.87207,0.29571
1.4889,3.8775
0.97028,-1.4865
1.5638,4.3902
1.6754,2.2222
1.738,2.4749
0.28571,1.4325
0.55396,1.3714
2.1787,2.4421
3.3535,2.2944
4.9389,4.8444
2.3755,3.361
1.2835,1.2782
1.5302,1.9753
1.3484,3.5182
1.8308,1.6571
-0.11239,-2.0444
1.9085,3.7753
4.4839,0.56999
0.023468,1.5119
1.0874,0.20774
0.912,1.6012
2.7124,4.2357
0.11465,3.9483
0.98227,3.9119
2.1209,3.3061
1.1099,4.2813
2.0489,0.58352
-1.1342,4.0702
-2.505,-0.28835
5.9893,1.2661
4.5924,2.7694
3.2063,5.8117
-0.11419,2.1905
0.64845,3.0664
0.91574,-0.038397
2.4773,0.78985
1.1319,0.80308
0.42487,0.79347
-0.65861,0.68045
1.6626,-1.4228
3.1913,3.794
0.96388,0.20906
-1.1784,1.1532
4.949,3.5732
1.4578,3.6315
4.2045,2.5803
-0.3809,0.46472
2.1446,3.9483
0.54136,-0.19304
2.5018,3.44
-3.1249,-0.77053
-1.1812,0.56983
1.4959,1.7061
-2.4922,2.2907
3.6859,3.911
1.8189,-0.74901
-0.66836,-0.16439
2.2131,0.11944
0.73042,2.8994
-0.060148,0.7977
-0.75894,4.4378
6.8529,7.3276
2.2783,3.6203
-1.6098,0.59037
-0.26267,3.148
0.46069,4.5096
4.6139,5.5349
2.924,5.2649
-3.5165,0.14321
-0.46371,1.9818
-0.074161,1.4711
4.2086,3.179
-1.9772,-0.32479
1.19,2.3427
2.4664,2.6511
0.61255,3.5942
-1.2519,0.51724
-1.1661,1.056
2.7213,4.1993
2.8684,3.8193
1.9171,0.39527
-0.91521,3.7098
